====================================================================================================
[voicing] vo_s3b — reduction
====================================================================================================
  arms   : voi3b_comp_pr_yk, voi3b_comp_yk, voi3b_rep_pr_yk, voi3b_rep_yk
  banked : en_s9:endo_ledger_open_ung5_ra, vo_s3:voi3_dp, vo_s2:voi2_critic

====================================================================================================
[A] LIFETIMES, COMMITS, AND THE IN-TAG IDENTITY CHECK
====================================================================================================
    arm                       cyc  commits (level@cycle)                 s/cycle
    voi3b_comp_pr_yk          201  L2@c48, L3@c100, L4@c151, L5@c186   
    voi3b_comp_yk             201  L2@c48, L3@c100, L4@c151, L5@c186   
    voi3b_rep_pr_yk           201  L2@c48, L3@c100, L4@c151, L5@c186   
    voi3b_rep_yk              201  L2@c48, L3@c100, L4@c151, L5@c186   
    en_s9:endo_ledger_open_ung5_ra  201  L2@c48, L3@c100, L4@c151, L5@c186      (banked)
    vo_s3:voi3_dp             201  L2@c48, L3@c100, L4@c151, L5@c186      (banked)
    vo_s2:voi2_critic         188  L2@c48, L3@c81, L4@c111                (banked)


====================================================================================================
[B] THE CORRIDOR — slots open, parity, misfire, and when it closed
====================================================================================================
    `n_open` is slots past the firing gate; `misfire` is fired rows whose span did not
    match `dp_features` exactly. An arm whose corridor closes stops executing with the
    head and falls back to the DP on every macro call.

    arm                    open@max  open@last  first c with open=0 after a peak   misfire(all)  misfire(era>=3)
    voi3b_comp_pr_yk             30         30  None                             0.2592        0.2455
    voi3b_comp_yk                30         30  None                             0.2934        0.2837
    voi3b_rep_pr_yk              30         27  None                             0.8449        0.8177
    voi3b_rep_yk                 30         29  None                             0.6003        0.5921

    n_open per 10 cycles (the corridor's whole life):
      voi3b_comp_pr_yk         0   0   0   0   0   1  16  16  16  16  16  24  23  24  23  24  27  28  27  28  30
      voi3b_comp_yk            0   0   0   0   0   1  16  16  16  16  16  24  22  24  24  24  28  28  28  29  30
      voi3b_rep_pr_yk          0   0   0   0   0   2  15  16  16  16  16  23  21  20  20  19  25  28  24  27  27
      voi3b_rep_yk             0   0   0   0   0   2  16  15  16  16  16  22  21  24  24  23  28  27  28  27  29
      cycle                    1  11  21  31  41  51  61  71  81  91 101 111 121 131 141 151 161 171 181 191 201

====================================================================================================
[C] THE SAMPLER, REALISED — deviation and on-table projection
====================================================================================================
    `dev`  the sampled entry left the on-table argmax (the quantity the temperature is
           set on; `DESIGN.md` §17 predicted this would fall below the preflight's
           0.44-0.67 because a sharper plant deviates less at fixed T).
    `ont`  the on-table argmax was not the head's FREE-RUN emission — the projection
           component that rides with the write axis (`DESIGN.md` §11).

    voi3b_comp_pr_yk:
      era  cell        n        dev     ont
[E] THE WRITER'S CLASS ACCURACY ON THE PRICED BEAM (held-out: fresh instances/cycle)
====================================================================================================
    `contains` against the clean latent, `rep` against the set of features that REPAIR
    the instance there. On an open slot the writer IS the head, so `rep` is the head's
    class accuracy; where the corridor is closed it is the DP's. Q0 §3's audition-path
    numbers for the DP at the frontier: 4n3 contains_rep 0.718 (era 4), 5n1 0.582.

    voi3b_comp_pr_yk:
      era  cell     contains n    contains   rep n     rep
        1  2n0         1553      0.504      762    0.193
        1  2n1         2142      0.298      757    0.077
        1  2n2         1679      0.481      746    0.201
        1  2n3         1605      0.349      758    0.120
        1  2n4         1551      0.391      758    0.168
        1  2n5         2020      0.488      748    0.171
        1  2n6         1778      0.746      710    0.194
        1  2n7         1832      0.390      768    0.178
        1  2n8         1591      0.356      736    0.099
        1  2n9         2102      0.308      768    0.155
        1  2n10        1741      0.580      753    0.142
        1  2n11        1492      0.338      768    0.049
        1  2n12        1491      0.327      607    0.283
        1  2n13        2174      0.451      768    0.211
        1  2n14        1538      0.644      692    0.221
        1  2n15        2042      0.341      764    0.132
        2  2n0         4668      0.421     3068    0.177
        2  2n1         5059      0.364     3082    0.155
        2  2n2         5427      0.611     3129    0.203
        2  2n3         4396      0.490     3010    0.181
        2  2n4         3532      0.639     2717    0.229
        2  2n5         6132      0.629     3138    0.235
        2  2n6         5902      0.770     3107    0.252
        2  2n7         5595      0.530     3083    0.202
        2  2n8         4647      0.454     2981    0.185
        2  2n9         4894      0.436     3078    0.210
        2  2n10        4950      0.656     3094    0.242
        2  2n11        3836      0.473     2798    0.164
        2  2n12       10758      0.613     3191    0.514
        2  2n13        8040      0.337     3200    0.260
        2  2n14        4205      0.657     2937    0.199
        2  2n15        5130      0.400     3069    0.188
        2  3n0         1818      0.349      625    0.194
        2  3n1         1957      0.277      640    0.175
        2  3n2         1869      0.391      574    0.244
        2  3n3         2078      0.236      618    0.141
        2  3n4         2040      0.382      640    0.181
        2  3n5         2122      0.317      639    0.180
        2  3n6         2598      0.456      640    0.544
        2  3n7         1752      0.245      605    0.260
        3  2n0         6058      0.502     4253    0.266
        3  2n1         4990      0.606     3869    0.298
        3  2n2         6613      0.705     4151    0.363
        3  2n3         5827      0.464     4040    0.287
        3  2n4         3989      0.705     3443    0.319
        3  2n5         8427      0.716     4419    0.363
        3  2n6         8868      0.844     4441    0.400
        3  2n7         8636      0.648     4430    0.370
        3  2n8         5933      0.515     4138    0.304
        3  2n9         5421      0.458     4022    0.279
        3  2n10        6084      0.723     4258    0.321
        3  2n11        4911      0.544     3851    0.226
        3  2n12       17946      0.484     4476    0.294
        3  2n13       17465      0.385     4480    0.318
        3  2n14        4005      0.764     3457    0.364
        3  2n15        5102      0.433     3999    0.321
        3  3n0         8439      0.467     4363    0.266
        3  3n1         8287      0.314     4402    0.240
        3  3n2         8197      0.517     4444    0.277
        3  3n3         8511      0.389     4458    0.195
        3  3n4         8002      0.434     4428    0.277
        3  3n5         8355      0.386     4392    0.277
        3  3n6        37054      0.535     4480    0.592
        3  3n7        15233      0.322     4460    0.294
        3  4n0         3245      0.565     1741    0.341
        3  4n1         4024      0.873     1828    0.448
        3  4n2         3883      0.423     1759    0.310
        3  4n3         5426      0.842     1815    0.785
        4  2n0         1361      0.539      757    0.299
        4  2n1          897      0.584      732    0.235
        4  2n2          936      0.766      662    0.405
        4  2n3         1251      0.454      754    0.255
        4  2n4          542      0.592      528    0.267
        4  2n5         1298      0.643      750    0.427
        4  2n6         1403      0.846      742    0.340
        4  2n7         1053      0.629      693    0.328
        4  2n8         1099      0.469      740    0.250
        4  2n9          850      0.492      645    0.198
        4  2n10         802      0.820      630    0.329
        4  2n11         535      0.688      514    0.212
        4  2n12        1991      0.364      768    0.148
        4  2n13        1693      0.351      768    0.279
        4  2n14         782      0.556      633    0.455
        4  2n15         848      0.267      650    0.158
        4  3n0         1846      0.507      768    0.246
        4  3n1         1266      0.242      705    0.231
        4  3n2         1659      0.518      768    0.340
        4  3n3         1448      0.494      751    0.290
        4  3n4         1440      0.466      765    0.331
        4  3n5         2181      0.332      768    0.163
        4  3n6         7333      0.321      768    0.266
        4  3n7         4919      0.204      768    0.268
        4  4n0         1405      0.578      768    0.121
        4  4n1         1585      0.922      731    0.317
        4  4n2         1653      0.447      768    0.283
        4  4n3         3219      0.884      768    0.814
        4  5n0          390      0.913      181    0.326
        4  5n1         2247      0.868      384    0.698
        5  2n0         1008      0.534      561    0.430
        5  2n1          617      0.674      537    0.384
        5  2n2         1114      0.812      550    0.293
        5  2n3          903      0.468      575    0.315
        5  2n4          402      0.662      392    0.230
        5  2n5          982      0.701      550    0.255
        5  2n6         1303      0.828      576    0.227
        5  2n7          938      0.604      557    0.233
        5  2n8          563      0.210      506    0.356
        5  2n9          586      0.288      481    0.293
        5  2n10         790      0.341      564    0.312
        5  2n11         522      0.236      475    0.244
        5  2n12        1104      0.368      576    0.104
        5  2n13        1172      0.265      576    0.118
        5  2n14         376      0.662      331    0.139
        5  2n15         512      0.258      468    0.271
        5  3n0         1771      0.457      576    0.269
        5  3n1         1165      0.386      576    0.087
        5  3n2         1747      0.572      576    0.361
        5  3n3         1083      0.439      576    0.186
        5  3n4         1335      0.440      576    0.297
        5  3n5         1964      0.207      576    0.220
        5  3n6         4661      0.285      576    0.167
        5  3n7         4081      0.283      576    0.212
        5  4n0         1169      0.602      548    0.299
        5  4n1         1258      0.952      564    0.305
        5  4n2         1714      0.383      576    0.333
        5  4n3         2849      0.860      576    0.431
        5  5n0          298      0.839      298    0.614
        5  5n1         2745      0.901      576    0.752

    voi3b_comp_yk:
      era  cell     contains n    contains   rep n     rep
        1  2n0         1516      0.491      732    0.102
        1  2n1         2073      0.304      761    0.118
        1  2n2         1806      0.436      768    0.206
        1  2n3         1661      0.312      761    0.139
        1  2n4         1436      0.389      699    0.256
        1  2n5         1926      0.450      741    0.157
        1  2n6         1766      0.683      728    0.136
        1  2n7         1859      0.452      752    0.201
        1  2n8         1777      0.349      768    0.126
        1  2n9         2081      0.278      768    0.159
        1  2n10        1766      0.527      746    0.218
        1  2n11        1576      0.459      735    0.148
        1  2n12        1491      0.331      624    0.418
        1  2n13        2297      0.433      768    0.201
        1  2n14        1450      0.674      704    0.283
        1  2n15        2115      0.332      768    0.145
        2  2n0         4797      0.500     3120    0.204
        2  2n1         5662      0.443     3161    0.171
        2  2n2         6079      0.643     3176    0.200
        2  2n3         4321      0.444     2915    0.169
        2  2n4         3552      0.618     2748    0.238
        2  2n5         5688      0.534     3081    0.194
        2  2n6         5267      0.754     3077    0.270
        2  2n7         4733      0.583     3085    0.211
        2  2n8         4362      0.497     3042    0.158
        2  2n9         5721      0.398     3124    0.212
        2  2n10        5051      0.650     3059    0.229
        2  2n11        4255      0.485     2977    0.172
        2  2n12       11714      0.610     3197    0.473
        2  2n13        8003      0.362     3200    0.274
        2  2n14        4119      0.590     2942    0.169
        2  2n15        5754      0.363     3083    0.178
        2  3n0         1691      0.333      630    0.149
        2  3n1         1766      0.244      607    0.165
        2  3n2         1862      0.295      639    0.100
        2  3n3         2154      0.233      640    0.125
        2  3n4         2199      0.257      638    0.107
        2  3n5         1954      0.298      595    0.153
        2  3n6         2467      0.481      612    0.487
        2  3n7         1913      0.250      640    0.123
        3  2n0         5925      0.525     4138    0.270
        3  2n1         5794      0.453     4303    0.188
        3  2n2         5798      0.632     4085    0.281
        3  2n3         5289      0.530     3922    0.214
        3  2n4         4154      0.609     3492    0.241
        3  2n5         8860      0.710     4423    0.257
        3  2n6         7848      0.815     4407    0.359
        3  2n7         5829      0.585     4059    0.253
        3  2n8         5581      0.469     4053    0.250
        3  2n9         7501      0.375     4380    0.268
        3  2n10        7044      0.729     4336    0.267
        3  2n11        4406      0.475     3683    0.172
        3  2n12       19921      0.463     4480    0.242
        3  2n13       15714      0.382     4480    0.330
        3  2n14        4135      0.721     3593    0.250
        3  2n15        7903      0.391     4378    0.245
        3  3n0         7564      0.299     4313    0.210
        3  3n1         7994      0.347     4370    0.206
        3  3n2         7579      0.490     4325    0.222
        3  3n3         8078      0.310     4416    0.238
        3  3n4        10184      0.440     4480    0.215
        3  3n5         7191      0.364     4254    0.236
        3  3n6        33988      0.449     4480    0.492
        3  3n7        10433      0.259     4434    0.318
        3  4n0         3037      0.754     1713    0.278
        3  4n1         4698      0.842     1847    0.440
        3  4n2         4411      0.815     1733    0.450
        3  4n3         8103      0.866     1856    0.728
        4  2n0         1362      0.515      729    0.181
        4  2n1         1065      0.437      753    0.203
        4  2n2          991      0.738      711    0.373
        4  2n3          890      0.573      633    0.253
        4  2n4          583      0.533      528    0.301
        4  2n5         1649      0.772      768    0.299
        4  2n6         1371      0.839      679    0.334
        4  2n7          818      0.550      653    0.279
        4  2n8         1230      0.514      739    0.333
        4  2n9          949      0.393      731    0.244
        4  2n10         970      0.655      703    0.235
        4  2n11         935      0.506      680    0.218
        4  2n12        2372      0.248      768    0.134
        4  2n13        1488      0.305      758    0.263
        4  2n14         650      0.468      589    0.216
        4  2n15        1354      0.247      744    0.218
        4  3n0         1640      0.299      768    0.331
        4  3n1          915      0.336      652    0.225
        4  3n2          923      0.408      730    0.285
        4  3n3         1603      0.457      768    0.238
        4  3n4         3070      0.488      768    0.378
        4  3n5         1106      0.368      749    0.266
        4  3n6         5379      0.264      768    0.185
        4  3n7         2183      0.263      768    0.316
        4  4n0         1547      0.696      768    0.329
        4  4n1         1756      0.892      768    0.434
        4  4n2         1700      0.885      728    0.577
        4  4n3         5742      0.839      768    0.747
        4  5n0          565      0.943      237    0.523
        4  5n1         1714      0.798      384    0.737
        5  2n0          879      0.542      536    0.412
        5  2n1          555      0.515      464    0.207
        5  2n2          753      0.693      555    0.395
        5  2n3          745      0.514      543    0.243
        5  2n4          399      0.627      382    0.343
        5  2n5         1702      0.687      576    0.420
        5  2n6          792      0.717      547    0.468
        5  2n7          580      0.571      500    0.268
        5  2n8         1208      0.219      576    0.443
        5  2n9          962      0.259      557    0.408
        5  2n10         853      0.374      565    0.335
        5  2n11         581      0.322      455    0.266
        5  2n12        1316      0.261      557    0.176
        5  2n13         770      0.258      497    0.284
        5  2n14         346      0.552      346    0.269
        5  2n15         898      0.263      569    0.402
        5  3n0         1866      0.247      576    0.420
        5  3n1          772      0.311      529    0.306
        5  3n2         1257      0.555      569    0.348
        5  3n3         1624      0.518      576    0.410
        5  3n4         3902      0.498      576    0.547
        5  3n5          784      0.193      565    0.381
        5  3n6         3374      0.263      576    0.115
        5  3n7         1198      0.438      567    0.287
        5  4n0         1509      0.723      576    0.240
        5  4n1         1566      0.920      576    0.512
        5  4n2         1632      0.744      576    0.498
        5  4n3         4316      0.873      576    0.453
        5  5n0          231      0.857      231    0.528
        5  5n1         3194      0.585      576    0.892

    voi3b_rep_pr_yk:
      era  cell     contains n    contains   rep n     rep
        1  2n0         1793      0.442      768    0.112
        1  2n1         2187      0.278      768    0.094
        1  2n2         1900      0.471      768    0.204
        1  2n3         1563      0.270      705    0.085
        1  2n4         1786      0.397      749    0.095
        1  2n5         2199      0.337      768    0.069
        1  2n6         1814      0.585      767    0.190
        1  2n7         1870      0.381      743    0.100
        1  2n8         1603      0.317      748    0.084
        1  2n9         1909      0.235      740    0.070
        1  2n10        1447      0.529      644    0.123
        1  2n11        1522      0.313      750    0.017
        1  2n12        1529      0.351      640    0.347
        1  2n13        2106      0.368      764    0.152
        1  2n14        1604      0.570      720    0.167
        1  2n15        1759      0.309      744    0.059
        2  2n0         5067      0.428     3071    0.119
        2  2n1         7273      0.459     3200    0.092
        2  2n2         8034      0.590     3200    0.128
        2  2n3         5144      0.264     3030    0.072
        2  2n4         4762      0.494     2965    0.130
        2  2n5         7989      0.550     3198    0.093
        2  2n6         6500      0.770     3175    0.172
        2  2n7         5829      0.399     3082    0.088
        2  2n8         4671      0.404     3020    0.108
        2  2n9         4891      0.442     2987    0.086
        2  2n10        3989      0.557     2882    0.124
        2  2n11        4860      0.297     3057    0.113
        2  2n12       11901      0.583     3200    0.424
        2  2n13        7562      0.383     3186    0.166
        2  2n14        5188      0.715     3050    0.196
        2  2n15        6210      0.367     3144    0.093
        2  3n0         1497      0.188      640    0.136
        2  3n1         1624      0.226      638    0.044
        2  3n2         1693      0.206      595    0.141
        2  3n3         1434      0.225      592    0.118
        2  3n4         1559      0.127      553    0.083
        2  3n5         1724      0.153      624    0.038
        2  3n6         2054      0.387      625    0.373
        2  3n7         1480      0.176      611    0.139
        3  2n0         5820      0.399     4059    0.188
        3  2n1         7787      0.596     4295    0.182
        3  2n2         9743      0.675     4479    0.213
        3  2n3         5666      0.413     4070    0.162
        3  2n4         4859      0.538     3898    0.162
        3  2n5        10500      0.659     4445    0.157
        3  2n6         8537      0.777     4364    0.232
        3  2n7         8288      0.524     4334    0.196
        3  2n8         7488      0.380     4352    0.169
        3  2n9         4443      0.515     3670    0.156
        3  2n10        4287      0.558     3613    0.174
        3  2n11        5034      0.498     3956    0.139
        3  2n12       23775      0.505     4480    0.253
        3  2n13       22810      0.368     4480    0.256
        3  2n14        5068      0.711     3866    0.218
        3  2n15        9820      0.388     4443    0.221
        3  3n0         5851      0.295     4091    0.190
        3  3n1         7130      0.286     4371    0.173
        3  3n2         6068      0.518     4062    0.233
        3  3n3         5243      0.396     3936    0.178
        3  3n4         6010      0.282     4072    0.155
        3  3n5         5814      0.394     4095    0.236
        3  3n6        18620      0.479     4480    0.546
        3  3n7         6981      0.365     4121    0.255
        3  4n0         2390      0.462     1567    0.257
        3  4n1         4793      0.777     1841    0.348
        3  4n2         3478      0.394     1740    0.347
        3  4n3         6511      0.565     1853    0.651
        4  2n0         1158      0.446      766    0.298
        4  2n1         1116      0.591      732    0.314
        4  2n2         1162      0.659      723    0.463
        4  2n3          844      0.396      652    0.296
        4  2n4          667      0.507      589    0.324
        4  2n5         1535      0.722      768    0.267
        4  2n6         1202      0.786      745    0.314
        4  2n7         1241      0.616      761    0.304
        4  2n8         2007      0.342      757    0.396
        4  2n9          884      0.451      690    0.239
        4  2n10         619      0.572      545    0.189
        4  2n11         701      0.561      613    0.382
        4  2n12        3503      0.381      768    0.195
        4  2n13        3605      0.346      768    0.240
        4  2n14         960      0.548      710    0.355
        4  2n15        2135      0.315      756    0.372
        4  3n0          890      0.516      731    0.249
        4  3n1         1318      0.401      755    0.350
        4  3n2         1919      0.712      768    0.294
        4  3n3          706      0.494      601    0.379
        4  3n4         1117      0.459      743    0.252
        4  3n5         1325      0.460      723    0.313
        4  3n6         4664      0.412      768    0.202
        4  3n7         1731      0.293      756    0.337
        4  4n0          882      0.437      679    0.256
        4  4n1         1791      0.752      719    0.413
        4  4n2         2353      0.296      768    0.428
        4  4n3         5607      0.657      768    0.746
        4  5n0          957      0.821      276    0.319
        4  5n1         1114      0.856      384    0.784
        5  2n0          714      0.352      520    0.212
        5  2n1          933      0.492      570    0.356
        5  2n2         1088      0.626      575    0.357
        5  2n3          707      0.464      544    0.257
        5  2n4          426      0.533      423    0.333
        5  2n5         1116      0.767      576    0.274
        5  2n6          774      0.753      570    0.395
        5  2n7          807      0.549      549    0.209
        5  2n8         2720      0.174      576    0.420
        5  2n9          417      0.273      415    0.145
        5  2n10         400      0.398      353    0.235
        5  2n11         482      0.266      367    0.093
        5  2n12        2247      0.411      576    0.155
        5  2n13        2196      0.320      576    0.193
        5  2n14         524      0.630      379    0.156
        5  2n15        1449      0.290      576    0.352
        5  3n0          860      0.435      573    0.347
        5  3n1         1002      0.204      558    0.179
        5  3n2         1334      0.746      576    0.368
        5  3n3          707      0.413      487    0.263
        5  3n4          698      0.433      482    0.334
        5  3n5         1256      0.180      576    0.248
        5  3n6         2554      0.299      576    0.101
        5  3n7         1064      0.309      555    0.229
        5  4n0          927      0.393      535    0.267
        5  4n1         1757      0.792      576    0.410
        5  4n2         3830      0.362      576    0.542
        5  4n3         4055      0.573      576    0.387
        5  5n0          423      0.884      356    0.402
        5  5n1         2159      0.654      576    0.648

    voi3b_rep_yk:
      era  cell     contains n    contains   rep n     rep
        1  2n0         1708      0.360      768    0.133
        1  2n1         2128      0.280      768    0.134
        1  2n2         1888      0.356      768    0.146
        1  2n3         1725      0.301      739    0.057
        1  2n4         1790      0.325      763    0.122
        1  2n5         2287      0.326      768    0.079
        1  2n6         1685      0.540      720    0.200
        1  2n7         1998      0.336      768    0.070
        1  2n8         1663      0.315      768    0.079
        1  2n9         1874      0.212      768    0.074
        1  2n10        1587      0.478      663    0.106
        1  2n11        1559      0.269      745    0.042
        1  2n12        1617      0.328      683    0.283
        1  2n13        2193      0.361      764    0.110
        1  2n14        1533      0.532      725    0.175
        1  2n15        1891      0.303      768    0.086
        2  2n0         4564      0.409     3008    0.116
        2  2n1         6986      0.383     3196    0.098
        2  2n2         7695      0.599     3198    0.114
        2  2n3         4647      0.210     3023    0.063
        2  2n4         4611      0.527     2962    0.150
        2  2n5         7414      0.500     3182    0.086
        2  2n6         6221      0.773     3168    0.184
        2  2n7         5317      0.347     3143    0.107
        2  2n8         5137      0.419     3101    0.122
        2  2n9         5000      0.380     3017    0.075
        2  2n10        3527      0.578     2759    0.145
        2  2n11        5200      0.238     3072    0.053
        2  2n12       10241      0.507     3200    0.396
        2  2n13        7375      0.451     3200    0.156
        2  2n14        6077      0.712     3118    0.140
        2  2n15        6149      0.339     3175    0.103
        2  3n0         1793      0.163      626    0.129
        2  3n1         1577      0.204      618    0.110
        2  3n2         1393      0.266      563    0.060
        2  3n3         1926      0.266      611    0.201
        2  3n4         1728      0.116      553    0.052
        2  3n5         1704      0.255      622    0.154
        2  3n6         1620      0.360      532    0.393
        2  3n7         1448      0.288      614    0.125
        3  2n0         5687      0.363     4104    0.093
        3  2n1         7086      0.435     4348    0.089
        3  2n2        10095      0.633     4423    0.223
        3  2n3         5434      0.267     4013    0.107
        3  2n4         4025      0.474     3439    0.171
        3  2n5         7553      0.543     4334    0.124
        3  2n6         8179      0.757     4393    0.223
        3  2n7         6302      0.407     4257    0.101
        3  2n8         8016      0.409     4379    0.091
        3  2n9         5161      0.411     4022    0.093
        3  2n10        4170      0.511     3505    0.130
        3  2n11        4575      0.257     3781    0.069
        3  2n12       20803      0.444     4480    0.143
        3  2n13       19716      0.463     4480    0.158
        3  2n14        5770      0.693     3934    0.175
        3  2n15        6345      0.267     4146    0.131
        3  3n0         5822      0.199     4176    0.091
        3  3n1         6350      0.317     4269    0.160
        3  3n2         4732      0.323     3688    0.119
        3  3n3         7318      0.479     4331    0.199
        3  3n4         4704      0.330     3652    0.099
        3  3n5         6629      0.331     4309    0.175
        3  3n6        15711      0.315     4441    0.341
        3  3n7        10296      0.225     4376    0.266
        3  4n0         2098      0.260     1521    0.371
        3  4n1         3067      0.336     1552    0.264
        3  4n2         2314      0.375     1300    0.247
        3  4n3         6165      0.470     1856    0.725
        4  2n0         1073      0.427      726    0.182
        4  2n1          928      0.334      732    0.085
        4  2n2         1827      0.700      768    0.318
        4  2n3          963      0.453      754    0.114
        4  2n4          660      0.348      594    0.099
        4  2n5         1268      0.604      768    0.060
        4  2n6         1379      0.711      768    0.161
        4  2n7          913      0.379      669    0.142
        4  2n8         1234      0.403      763    0.123
        4  2n9          688      0.499      565    0.117
        4  2n10         661      0.737      641    0.243
        4  2n11         766      0.208      595    0.104
        4  2n12        3282      0.324      768    0.062
        4  2n13        3786      0.387      768    0.073
        4  2n14         980      0.541      650    0.232
        4  2n15        1311      0.315      742    0.175
        4  3n0         1171      0.248      737    0.167
        4  3n1         1253      0.401      754    0.123
        4  3n2          744      0.464      610    0.234
        4  3n3         1665      0.385      768    0.272
        4  3n4          703      0.397      618    0.165
        4  3n5         1503      0.344      761    0.109
        4  3n6         4368      0.189      768    0.191
        4  3n7         2601      0.230      768    0.326
        4  4n0          854      0.180      630    0.183
        4  4n1         1179      0.315      724    0.235
        4  4n2          763      0.480      683    0.350
        4  4n3         3607      0.500      768    0.730
        4  5n0          493      0.846      197    0.122
        4  5n1         1450      0.674      384    0.667
        5  2n0          517      0.288      419    0.103
        5  2n1          727      0.421      493    0.063
        5  2n2         1956      0.634      576    0.262
        5  2n3          734      0.316      542    0.042
        5  2n4          381      0.430      381    0.157
        5  2n5          778      0.675      549    0.087
        5  2n6         1133      0.642      576    0.130
        5  2n7          542      0.386      415    0.048
        5  2n8          874      0.239      514    0.117
        5  2n9          665      0.289      500    0.118
        5  2n10         867      0.245      576    0.240
        5  2n11         741      0.131      524    0.101
        5  2n12        2001      0.377      576    0.066
        5  2n13        2989      0.323      576    0.062
        5  2n14         500      0.694      461    0.132
        5  2n15         853      0.304      548    0.210
        5  3n0         1070      0.135      576    0.068
        5  3n1          802      0.334      550    0.145
        5  3n2          556      0.453      483    0.128
        5  3n3         1419      0.330      576    0.231
        5  3n4          855      0.299      551    0.187
        5  3n5         1662      0.178      576    0.200
        5  3n6         3623      0.267      576    0.139
        5  3n7         1938      0.262      576    0.200
        5  4n0         1043      0.354      568    0.146
        5  4n1          957      0.730      551    0.143
        5  4n2         1109      0.651      576    0.368
        5  4n3         3090      0.844      576    0.328
        5  5n0          710      0.893      407    0.305
        5  5n1         1694      0.808      576    0.703

====================================================================================================
[F] THE IN-SITU READ-BACK — the number DESIGN §15 says decides whether Q2's
    `own_readback` has anything to read
====================================================================================================
    The frozen reader run on the span the learner just wrote, IN PLACE, quotiented
    through the arm's own class map and tallied against the record's class. Never
    summed with the verdict. Q0 §4: the STRUCTURAL disagreement on the token class is
    0.000 by construction on this draw, so everything here is the neural ear plus the
    learned quotient.

    voi3b_comp_pr_yk:
      era  cell         n   class_agree  tuple_agree   unnamed
        1  2n0        982       1.000       1.000     0.000
        1  2n1       1102       0.988       0.988     0.000
        1  2n2       1035       0.973       0.973     0.000
        1  2n3       1020       1.000       1.000     0.000
        1  2n4        975       0.997       0.997     0.000
        1  2n5       1059       0.998       0.998     0.000
        1  2n6        951       1.000       1.000     0.000
        1  2n7       1071       0.997       0.997     0.000
        1  2n8        984       0.999       0.999     0.000
        1  2n9       1141       1.000       1.000     0.000
        1  2n10      1060       1.000       1.000     0.000
        1  2n11      1063       1.000       1.000     0.000
        1  2n12       757       0.999       0.999     0.000
        1  2n13      1101       1.000       1.000     0.000
        1  2n14       936       0.980       0.980     0.000
        1  2n15      1098       0.980       0.980     0.000
        2  2n0       4099       0.960       0.960     0.000
        2  2n1       4212       0.979       0.979     0.000
        2  2n2       4358       0.959       0.959     0.000
        2  2n3       3917       0.982       0.982     0.000
        2  2n4       3250       0.952       0.952     0.000
        2  2n5       4472       0.977       0.977     0.000
        2  2n6       4352       0.895       0.895     0.000
        2  2n7       4226       0.955       0.955     0.000
        2  2n8       3988       0.964       0.964     0.000
        2  2n9       4146       0.968       0.968     0.000
        2  2n10      4116       0.951       0.951     0.000
        2  2n11      3537       0.936       0.936     0.000
        2  2n12      4723       0.980       0.980     0.000
        2  2n13      4750       0.995       0.995     0.000
        2  2n14      3763       0.966       0.966     0.000
        2  2n15      4147       0.973       0.973     0.000
        2  3n0        840       1.000       1.000     0.000
        2  3n1        944       1.000       0.925     0.000
        2  3n2        764       1.000       1.000     0.000
        2  3n3        906       1.000       0.946     0.000
        2  3n4        912       1.000       0.997     0.000
        2  3n5        869       1.000       0.971     0.000
        2  3n6        922       1.000       1.000     0.000
        2  3n7        846       1.000       0.981     0.000
        3  2n0       5531       0.944       0.944     0.000
        3  2n1       4650       0.981       0.981     0.000
        3  2n2       5585       0.934       0.934     0.000
        3  2n3       5182       0.964       0.964     0.000
        3  2n4       3866       0.884       0.884     0.000
        3  2n5       6254       0.980       0.980     0.000
        3  2n6       6405       0.933       0.933     0.000
        3  2n7       6286       0.932       0.932     0.000
        3  2n8       5355       0.975       0.975     0.000
        3  2n9       5037       0.972       0.972     0.000
        3  2n10      5575       0.941       0.941     0.000
        3  2n11      4685       0.927       0.927     0.000
        3  2n12      6684       0.993       0.993     0.000
        3  2n13      6688       0.987       0.987     0.000
        3  2n14      3916       0.969       0.969     0.000
        3  2n15      4776       0.964       0.964     0.000
        3  3n0       6206       1.000       1.000     0.000
        3  3n1       6297       1.000       0.976     0.000
        3  3n2       6336       1.000       0.995     0.000
        3  3n3       6282       1.000       0.982     0.000
        3  3n4       6184       1.000       1.000     0.000
        3  3n5       6188       1.000       0.990     0.000
        3  3n6       6720       1.000       1.000     0.000
        3  3n7       6545       1.000       0.982     0.000
        3  4n0       2328       1.000       1.000     0.000
        3  4n1       2567       1.000       1.000     0.000
        3  4n2       2410       1.000       1.000     0.000
        3  4n3       2636       1.000       1.000     0.000
        4  2n0       1031       0.986       0.986     0.000
        4  2n1        881       0.982       0.982     0.000
        4  2n2        848       0.956       0.956     0.000
        4  2n3       1058       0.961       0.961     0.000
        4  2n4        542       0.880       0.880     0.000
        4  2n5       1098       0.942       0.942     0.000
        4  2n6       1029       0.926       0.926     0.000
        4  2n7        913       0.927       0.927     0.000
        4  2n8        958       0.985       0.985     0.000
        4  2n9        769       1.000       1.000     0.000
        4  2n10       734       0.973       0.973     0.000
        4  2n11       535       0.966       0.966     0.000
        4  2n12      1121       1.000       1.000     0.000
        4  2n13      1113       1.000       1.000     0.000
        4  2n14       739       1.000       1.000     0.000
